,id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
3632,2364889,yanqing_meo,2018-04-10 07:00:00,Sunny/clear,16.1,950.1,28.0,3.9,328.0
3633,2364890,miyun_meo,2018-04-10 07:00:00,Sunny/clear,22.2,994.7,21.0,5.7,289.0
3634,2364891,huairou_meo,2018-04-10 07:00:00,Sunny/clear,21.2,994.0,23.0,8.6,299.0
3635,2364892,shangdianzi_meo,2018-04-10 07:00:00,Sunny/clear,19.2,969.2,24.0,8.0,342.0
3636,2364893,pinggu_meo,2018-04-10 07:00:00,Sunny/clear,21.8,998.2,20.0,7.8,351.0
3637,2364894,tongzhou_meo,2018-04-10 07:00:00,Sunny/clear,23.4,1000.0,20.0,7.5,301.0
3638,2364895,chaoyang_meo,2018-04-10 07:00:00,Sunny/clear,23.0,999.1,20.0,3.5,329.0
3639,2364896,pingchang_meo,2018-04-10 07:00:00,Sunny/clear,21.5,995.6,19.0,5.7,358.0
3640,2364897,zhaitang_meo,2018-04-10 07:00:00,Sunny/clear,18.6,955.6,25.0,3.5,323.0
3641,2364898,mentougou_meo,2018-04-10 07:00:00,Sunny/clear,21.5,993.8,20.0,11.5,271.0
3642,2364899,beijing_meo,2018-04-10 07:00:00,Sunny/clear,23.3,999.5,19.0,5.7,318.0
3643,2364900,shijingshan_meo,2018-04-10 07:00:00,Sunny/clear,21.6,996.3,19.0,10.0,302.0
3644,2364901,fengtai_meo,2018-04-10 07:00:00,Sunny/clear,22.9,997.4,20.0,8.8,283.0
3645,2364902,daxing_meo,2018-04-10 07:00:00,Sunny/clear,23.1,998.9,19.0,5.8,295.0
3646,2364903,fangshan_meo,2018-04-10 07:00:00,Sunny/clear,22.9,998.1,14.0,8.9,353.0
3647,2364904,xiayunling_meo,2018-04-10 07:00:00,Sunny/clear,21.1,957.5,20.0,8.6,357.0
3648,2365558,shunyi_meo,2018-04-10 08:00:00,Sunny/clear,21.1,1001.4,21.0,8.4,309.0
3649,2365559,hadian_meo,2018-04-10 08:00:00,Sunny/clear,22.2,999.6,19.0,3.8,332.0
3650,2365560,yanqing_meo,2018-04-10 08:00:00,Sunny/clear,15.9,950.9,30.0,3.7,299.0
3651,2365561,miyun_meo,2018-04-10 08:00:00,Sunny/clear,21.4,995.8,21.0,5.0,304.0
3652,2365562,huairou_meo,2018-04-10 08:00:00,Sunny/clear,21.3,995.5,22.0,5.5,333.0
3653,2365563,shangdianzi_meo,2018-04-10 08:00:00,Sunny/clear,18.2,969.9,27.0,7.0,19.0
3654,2365564,pinggu_meo,2018-04-10 08:00:00,Sunny/clear,22.0,999.6,20.0,5.8,299.0
3655,2365565,tongzhou_meo,2018-04-10 08:00:00,Sunny/clear,21.6,1001.8,20.0,9.3,304.0
3656,2365566,chaoyang_meo,2018-04-10 08:00:00,Sunny/clear,21.7,1000.3,19.0,7.0,307.0
3657,2365567,pingchang_meo,2018-04-10 08:00:00,Sunny/clear,21.6,996.6,19.0,5.5,325.0
3658,2365568,zhaitang_meo,2018-04-10 08:00:00,Sunny/clear,17.7,956.3,25.0,2.9,305.0
3659,2365569,mentougou_meo,2018-04-10 08:00:00,Sunny/clear,21.2,995.2,19.0,10.6,265.0
3660,2365570,beijing_meo,2018-04-10 08:00:00,Sunny/clear,22.2,1000.9,18.0,6.8,314.0
3661,2365571,shijingshan_meo,2018-04-10 08:00:00,Sunny/clear,21.6,997.8,17.0,9.6,314.0
3662,2365572,fengtai_meo,2018-04-10 08:00:00,Sunny/clear,22.6,998.6,18.0,3.8,295.0
3663,2365573,daxing_meo,2018-04-10 08:00:00,Sunny/clear,21.9,1000.3,20.0,8.1,301.0
3664,2365574,fangshan_meo,2018-04-10 08:00:00,Sunny/clear,21.7,999.4,14.0,9.5,338.0
3665,2365575,xiayunling_meo,2018-04-10 08:00:00,Sunny/clear,18.8,958.8,22.0,6.8,340.0
3666,2367091,shunyi_meo,2018-04-10 09:00:00,Sunny/clear,21.0,1002.1,22.0,6.7,319.0
3667,2367092,hadian_meo,2018-04-10 09:00:00,Sunny/clear,21.5,1000.4,21.0,4.9,358.0
3668,2367093,yanqing_meo,2018-04-10 09:00:00,Sunny/clear,16.1,951.4,29.0,4.4,272.0
3669,2367094,miyun_meo,2018-04-10 09:00:00,Sunny/clear,21.3,996.7,20.0,2.8,327.0
3670,2367095,huairou_meo,2018-04-10 09:00:00,Sunny/clear,20.8,996.1,21.0,8.0,303.0
3671,2367096,shangdianzi_meo,2018-04-10 09:00:00,Sunny/clear,18.1,971.2,23.0,8.6,330.0
3672,2367097,pinggu_meo,2018-04-10 09:00:00,Sunny/clear,20.8,1001.0,21.0,6.9,322.0
3673,2367098,tongzhou_meo,2018-04-10 09:00:00,Sunny/clear,20.8,1003.1,22.0,7.5,322.0
3674,2367099,chaoyang_meo,2018-04-10 09:00:00,Sunny/clear,21.5,1001.4,20.0,4.8,332.0
3675,2367100,pingchang_meo,2018-04-10 09:00:00,Sunny/clear,20.5,997.4,20.0,8.0,336.0
3676,2367101,zhaitang_meo,2018-04-10 09:00:00,Sunny/clear,17.5,956.6,25.0,4.0,347.0
3677,2367102,mentougou_meo,2018-04-10 09:00:00,Sunny/clear,20.8,995.8,20.0,7.9,275.0
3678,2367103,beijing_meo,2018-04-10 09:00:00,Sunny/clear,21.4,1001.8,20.0,7.1,337.0
3679,2367104,shijingshan_meo,2018-04-10 09:00:00,Sunny/clear,21.1,998.3,18.0,6.5,316.0
3680,2367105,fengtai_meo,2018-04-10 09:00:00,Sunny/clear,22.1,999.2,19.0,4.4,290.0
3681,2367106,daxing_meo,2018-04-10 09:00:00,Sunny/clear,21.9,1001.2,20.0,4.7,302.0
3682,2367107,fangshan_meo,2018-04-10 09:00:00,Sunny/clear,21.1,1000.3,15.0,7.6,336.0
3683,2367108,xiayunling_meo,2018-04-10 09:00:00,Sunny/clear,17.2,959.7,24.0,7.0,329.0
3684,2368624,shunyi_meo,2018-04-10 10:00:00,Sunny/clear,20.4,1003.3,22.0,5.4,319.0
3685,2368625,hadian_meo,2018-04-10 10:00:00,Sunny/clear,20.2,1001.5,22.0,5.4,334.0
3686,2368626,yanqing_meo,2018-04-10 10:00:00,Sunny/clear,15.3,951.8,28.0,5.5,316.0
3687,2368627,miyun_meo,2018-04-10 10:00:00,Sunny/clear,20.4,998.0,21.0,1.5,2.0
3688,2368628,huairou_meo,2018-04-10 10:00:00,Sunny/clear,19.8,997.5,23.0,4.7,327.0
3689,2368629,shangdianzi_meo,2018-04-10 10:00:00,Sunny/clear,17.1,972.2,24.0,6.8,302.0
3690,2368630,pinggu_meo,2018-04-10 10:00:00,Sunny/clear,20.0,1002.0,21.0,3.7,338.0
3691,2368631,tongzhou_meo,2018-04-10 10:00:00,Sunny/clear,20.1,1004.3,23.0,7.0,321.0
3692,2368632,chaoyang_meo,2018-04-10 10:00:00,Sunny/clear,20.4,1002.6,21.0,4.9,326.0
3693,2368633,pingchang_meo,2018-04-10 10:00:00,Sunny/clear,19.7,998.3,22.0,4.9,325.0
3694,2368634,zhaitang_meo,2018-04-10 10:00:00,Sunny/clear,16.7,957.5,24.0,3.9,263.0
3695,2368635,mentougou_meo,2018-04-10 10:00:00,Sunny/clear,20.1,996.9,21.0,8.3,276.0
3696,2368636,beijing_meo,2018-04-10 10:00:00,Sunny/clear,20.6,1002.9,21.0,4.7,10.0
3697,2368637,shijingshan_meo,2018-04-10 10:00:00,Sunny/clear,20.1,999.6,20.0,4.2,343.0
3698,2368638,fengtai_meo,2018-04-10 10:00:00,Sunny/clear,21.0,1000.4,20.0,5.1,299.0
3699,2368639,daxing_meo,2018-04-10 10:00:00,Sunny/clear,20.7,1002.2,20.0,5.0,307.0
3700,2368640,fangshan_meo,2018-04-10 10:00:00,Sunny/clear,20.2,1001.3,15.0,8.7,336.0
3701,2368641,xiayunling_meo,2018-04-10 10:00:00,Sunny/clear,16.8,960.5,24.0,4.9,2.0
3702,2370157,shunyi_meo,2018-04-10 11:00:00,Sunny/clear,19.3,1004.2,22.0,4.8,312.0
3703,2370158,hadian_meo,2018-04-10 11:00:00,Sunny/clear,19.2,1002.1,24.0,3.0,341.0
3704,2370159,yanqing_meo,2018-04-10 11:00:00,Sunny/clear,14.5,952.2,30.0,2.3,351.0
3705,2370160,miyun_meo,2018-04-10 11:00:00,Sunny/clear,18.5,999.1,24.0,3.5,358.0
3706,2370161,huairou_meo,2018-04-10 11:00:00,Sunny/clear,18.4,998.5,25.0,1.8,8.0
3707,2370162,shangdianzi_meo,2018-04-10 11:00:00,Sunny/clear,15.7,973.4,29.0,8.9,327.0
3708,2370163,pinggu_meo,2018-04-10 11:00:00,Sunny/clear,19.0,1003.3,21.0,7.1,333.0
3709,2370164,tongzhou_meo,2018-04-10 11:00:00,Sunny/clear,18.9,1005.1,25.0,4.1,310.0
3710,2370165,chaoyang_meo,2018-04-10 11:00:00,Sunny/clear,19.4,1003.4,23.0,4.1,330.0
3711,2370166,pingchang_meo,2018-04-10 11:00:00,Sunny/clear,18.4,998.9,24.0,2.6,322.0
3712,2370167,zhaitang_meo,2018-04-10 11:00:00,Sunny/clear,15.6,958.0,28.0,2.9,306.0
3713,2370168,mentougou_meo,2018-04-10 11:00:00,Sunny/clear,19.0,997.8,23.0,3.5,279.0
3714,2370169,beijing_meo,2018-04-10 11:00:00,Sunny/clear,19.6,1003.7,23.0,3.6,331.0
3715,2370170,shijingshan_meo,2018-04-10 11:00:00,Sunny/clear,19.3,1000.2,21.0,3.3,324.0
3716,2370171,fengtai_meo,2018-04-10 11:00:00,Sunny/clear,20.1,1001.3,22.0,4.0,290.0
3717,2370172,daxing_meo,2018-04-10 11:00:00,Sunny/clear,19.6,1003.3,23.0,1.6,284.0
3718,2370173,fangshan_meo,2018-04-10 11:00:00,Sunny/clear,19.1,1002.1,17.0,6.8,347.0
3719,2370174,xiayunling_meo,2018-04-10 11:00:00,Sunny/clear,16.6,961.2,24.0,3.8,343.0
3720,2373204,shunyi_meo,2018-04-10 12:00:00,Sunny/clear,18.5,1005.1,25.0,3.6,306.0
3721,2373205,hadian_meo,2018-04-10 12:00:00,Sunny/clear,18.5,1003.2,23.0,2.2,326.0
3722,2373206,yanqing_meo,2018-04-10 12:00:00,Sunny/clear,13.9,953.5,29.0,3.4,311.0
3723,2373207,miyun_meo,2018-04-10 12:00:00,Sunny/clear,17.3,1000.0,27.0,2.6,22.0
3724,2373208,huairou_meo,2018-04-10 12:00:00,Sunny/clear,18.3,999.5,24.0,4.5,327.0
3725,2373209,shangdianzi_meo,2018-04-10 12:00:00,Sunny/clear,14.5,974.4,33.0,2.6,6.0
3726,2373210,pinggu_meo,2018-04-10 12:00:00,Sunny/clear,18.0,1004.5,23.0,3.0,1.0
3727,2373211,tongzhou_meo,2018-04-10 12:00:00,Sunny/clear,17.8,1006.4,27.0,1.7,310.0
3728,2373212,chaoyang_meo,2018-04-10 12:00:00,Sunny/clear,18.5,1004.7,25.0,2.1,298.0
3729,2373213,pingchang_meo,2018-04-10 12:00:00,Sunny/clear,17.5,1000.0,24.0,2.9,313.0
3730,2373214,zhaitang_meo,2018-04-10 12:00:00,Sunny/clear,15.1,959.0,29.0,4.0,328.0
3731,2373215,mentougou_meo,2018-04-10 12:00:00,Sunny/clear,18.4,999.0,23.0,3.6,284.0
3732,2373216,beijing_meo,2018-04-10 12:00:00,Sunny/clear,19.0,1005.0,24.0,1.2,303.0
3733,2373217,shijingshan_meo,2018-04-10 12:00:00,Sunny/clear,18.9,1001.3,21.0,4.7,317.0
3734,2373218,fengtai_meo,2018-04-10 12:00:00,Sunny/clear,19.5,1002.6,23.0,4.5,284.0
3735,2373219,daxing_meo,2018-04-10 12:00:00,Sunny/clear,18.9,1004.6,25.0,2.5,287.0
3736,2373220,fangshan_meo,2018-04-10 12:00:00,Sunny/clear,18.4,1003.3,18.0,5.9,355.0
3737,2373221,xiayunling_meo,2018-04-10 12:00:00,Sunny/clear,16.1,962.3,25.0,3.1,347.0
3738,2374737,shunyi_meo,2018-04-10 13:00:00,Sunny/clear,18.4,1006.3,22.0,3.8,324.0
3739,2374738,hadian_meo,2018-04-10 13:00:00,Sunny/clear,18.1,1004.6,24.0,2.1,328.0
3740,2374739,yanqing_meo,2018-04-10 13:00:00,Sunny/clear,12.4,954.6,32.0,1.8,315.0
3741,2374740,miyun_meo,2018-04-10 13:00:00,Sunny/clear,16.2,1001.1,29.0,2.2,2.0
3742,2374741,huairou_meo,2018-04-10 13:00:00,Sunny/clear,17.7,1000.7,23.0,3.0,329.0
3743,2374742,shangdianzi_meo,2018-04-10 13:00:00,Sunny/clear,14.5,975.2,33.0,3.3,343.0
3744,2374743,pinggu_meo,2018-04-10 13:00:00,Sunny/clear,16.7,1005.7,27.0,1.8,25.0
3745,2374744,tongzhou_meo,2018-04-10 13:00:00,Sunny/clear,16.2,1007.6,31.0,1.7,270.0
3746,2374745,chaoyang_meo,2018-04-10 13:00:00,Sunny/clear,17.4,1006.0,27.0,1.6,270.0
3747,2374746,pingchang_meo,2018-04-10 13:00:00,Sunny/clear,17.4,1001.2,23.0,3.4,321.0
3748,2374747,zhaitang_meo,2018-04-10 13:00:00,Sunny/clear,14.2,959.8,30.0,2.0,236.0
3749,2374748,mentougou_meo,2018-04-10 13:00:00,Sunny/clear,18.0,1000.5,21.0,2.3,279.0
3750,2374749,beijing_meo,2018-04-10 13:00:00,Sunny/clear,18.4,1006.5,23.0,2.4,301.0
3751,2374750,shijingshan_meo,2018-04-10 13:00:00,Sunny/clear,18.5,1002.8,19.0,4.4,325.0
3752,2374751,fengtai_meo,2018-04-10 13:00:00,Sunny/clear,18.9,1004.0,22.0,2.6,285.0
3753,2374752,daxing_meo,2018-04-10 13:00:00,Sunny/clear,18.5,1005.9,23.0,2.8,297.0
3754,2374753,fangshan_meo,2018-04-10 13:00:00,Sunny/clear,18.0,1004.8,17.0,5.1,345.0
3755,2374754,xiayunling_meo,2018-04-10 13:00:00,Sunny/clear,15.8,963.2,25.0,2.1,6.0
3756,2376270,shunyi_meo,2018-04-10 14:00:00,Sunny/clear,17.7,1007.1,24.0,3.5,322.0
3757,2376271,hadian_meo,2018-04-10 14:00:00,Sunny/clear,17.7,1005.2,23.0,2.5,338.0
3758,2376272,yanqing_meo,2018-04-10 14:00:00,Sunny/clear,12.3,955.0,31.0,1.0,277.0
3759,2376273,miyun_meo,2018-04-10 14:00:00,Sunny/clear,14.0,1002.0,35.0,2.0,143.0
3760,2376274,huairou_meo,2018-04-10 14:00:00,Sunny/clear,16.5,1001.4,25.0,1.0,274.0
3761,2376275,shangdianzi_meo,2018-04-10 14:00:00,Sunny/clear,12.0,976.0,40.0,1.7,70.0
3762,2376276,pinggu_meo,2018-04-10 14:00:00,Sunny/clear,14.4,1006.6,33.0,0.5,263.0
3763,2376277,tongzhou_meo,2018-04-10 14:00:00,Sunny/clear,14.3,1008.4,35.0,1.4,284.0
3764,2376278,chaoyang_meo,2018-04-10 14:00:00,Sunny/clear,17.2,1006.7,25.0,0.7,296.0
3765,2376279,pingchang_meo,2018-04-10 14:00:00,Sunny/clear,16.8,1001.7,24.0,1.8,255.0
3766,2376280,zhaitang_meo,2018-04-10 14:00:00,Sunny/clear,13.7,960.1,30.0,3.0,238.0
3767,2376281,mentougou_meo,2018-04-10 14:00:00,Sunny/clear,17.1,1001.0,24.0,3.0,282.0
3768,2376282,beijing_meo,2018-04-10 14:00:00,Sunny/clear,17.9,1007.2,24.0,1.5,313.0
3769,2376283,shijingshan_meo,2018-04-10 14:00:00,Sunny/clear,18.1,1003.2,20.0,3.9,329.0
3770,2376284,fengtai_meo,2018-04-10 14:00:00,Sunny/clear,17.9,1004.4,23.0,1.9,307.0
3771,2376285,daxing_meo,2018-04-10 14:00:00,Sunny/clear,17.7,1006.5,23.0,2.4,304.0
3772,2376286,fangshan_meo,2018-04-10 14:00:00,Sunny/clear,17.1,1005.3,18.0,2.1,315.0
3773,2376287,xiayunling_meo,2018-04-10 14:00:00,Sunny/clear,15.5,963.7,26.0,4.4,30.0
3774,2377803,shunyi_meo,2018-04-10 15:00:00,Sunny/clear,17.1,1007.9,25.0,3.1,313.0
3775,2377804,hadian_meo,2018-04-10 15:00:00,Sunny/clear,16.1,1006.0,27.0,1.0,321.0
3776,2377805,yanqing_meo,2018-04-10 15:00:00,Sunny/clear,11.6,955.4,37.0,3.2,202.0
3777,2377806,miyun_meo,2018-04-10 15:00:00,Sunny/clear,10.8,1002.5,49.0,0.6,134.0
3778,2377807,huairou_meo,2018-04-10 15:00:00,Sunny/clear,14.3,1002.0,31.0,1.1,287.0
3779,2377808,shangdianzi_meo,2018-04-10 15:00:00,Sunny/clear,10.9,976.5,43.0,1.9,84.0
3780,2377809,pinggu_meo,2018-04-10 15:00:00,Sunny/clear,11.0,1007.4,47.0,1.5,343.0
3781,2377810,tongzhou_meo,2018-04-10 15:00:00,Sunny/clear,13.1,1009.2,36.0,0.8,286.0
3782,2377811,chaoyang_meo,2018-04-10 15:00:00,Sunny/clear,13.3,1007.5,38.0,0.5,294.0
3783,2377812,pingchang_meo,2018-04-10 15:00:00,Sunny/clear,14.8,1002.4,29.0,0.7,290.0
3784,2377813,zhaitang_meo,2018-04-10 15:00:00,Sunny/clear,11.5,960.6,35.0,0.9,300.0
3785,2377814,mentougou_meo,2018-04-10 15:00:00,Sunny/clear,15.6,1001.7,28.0,1.0,265.0
3786,2377815,beijing_meo,2018-04-10 15:00:00,Sunny/clear,17.0,1007.8,25.0,0.4,317.0
3787,2377816,shijingshan_meo,2018-04-10 15:00:00,Sunny/clear,16.1,1004.0,25.0,0.7,241.0
3788,2377817,fengtai_meo,2018-04-10 15:00:00,Sunny/clear,15.4,1005.2,32.0,1.0,276.0
3789,2377818,daxing_meo,2018-04-10 15:00:00,Sunny/clear,17.5,1007.2,24.0,1.9,280.0
3790,2377819,fangshan_meo,2018-04-10 15:00:00,Sunny/clear,13.8,1006.1,26.0,2.0,294.0
3791,2377820,xiayunling_meo,2018-04-10 15:00:00,Sunny/clear,14.0,964.2,28.0,2.8,43.0
3792,2379336,shunyi_meo,2018-04-10 16:00:00,Sunny/clear,15.1,1008.4,29.0,0.4,316.0
3793,2379337,hadian_meo,2018-04-10 16:00:00,Sunny/clear,12.2,1006.3,45.0,1.1,208.0
3794,2379338,yanqing_meo,2018-04-10 16:00:00,Sunny/clear,10.7,955.5,38.0,2.2,235.0
3795,2379339,miyun_meo,2018-04-10 16:00:00,Sunny/clear,8.4,1003.1,57.0,0.4,100.0
3796,2379340,huairou_meo,2018-04-10 16:00:00,Sunny/clear,11.4,1002.6,43.0,2.9,307.0
3797,2379341,shangdianzi_meo,2018-04-10 16:00:00,Sunny/clear,10.1,977.0,45.0,1.2,303.0
3798,2379342,pinggu_meo,2018-04-10 16:00:00,Sunny/clear,9.5,1007.9,52.0,1.0,340.0
3799,2379343,tongzhou_meo,2018-04-10 16:00:00,Sunny/clear,10.5,1009.6,46.0,1.5,256.0
3800,2379344,chaoyang_meo,2018-04-10 16:00:00,Sunny/clear,15.4,1007.9,29.0,2.0,290.0
3801,2379345,pingchang_meo,2018-04-10 16:00:00,Sunny/clear,16.4,1002.6,26.0,2.3,252.0
3802,2379346,zhaitang_meo,2018-04-10 16:00:00,Sunny/clear,10.9,960.8,37.0,1.1,38.0
3803,2379347,mentougou_meo,2018-04-10 16:00:00,Sunny/clear,12.9,1002.0,40.0,0.5,120.0
3804,2379348,beijing_meo,2018-04-10 16:00:00,Sunny/clear,13.1,1008.3,37.0,0.0,0.0
3805,2379349,shijingshan_meo,2018-04-10 16:00:00,Sunny/clear,16.9,1004.4,23.0,3.4,298.0
3806,2379350,fengtai_meo,2018-04-10 16:00:00,Sunny/clear,15.2,1005.5,32.0,1.1,307.0
3807,2379351,daxing_meo,2018-04-10 16:00:00,Sunny/clear,14.1,1007.5,32.0,1.1,287.0
3808,2379352,fangshan_meo,2018-04-10 16:00:00,Sunny/clear,13.3,1006.3,27.0,1.7,353.0
3809,2379353,xiayunling_meo,2018-04-10 16:00:00,Sunny/clear,11.9,964.3,34.0,0.4,61.0
3810,2380869,shunyi_meo,2018-04-10 17:00:00,Sunny/clear,12.4,1008.5,37.0,1.5,281.0
3811,2380870,hadian_meo,2018-04-10 17:00:00,Sunny/clear,10.7,1006.4,48.0,0.6,166.0
3812,2380871,yanqing_meo,2018-04-10 17:00:00,Sunny/clear,10.5,955.6,39.0,2.7,249.0
3813,2380872,miyun_meo,2018-04-10 17:00:00,Sunny/clear,7.3,1003.2,61.0,0.6,127.0
3814,2380873,huairou_meo,2018-04-10 17:00:00,Sunny/clear,13.1,1002.7,35.0,2.2,296.0
3815,2380874,shangdianzi_meo,2018-04-10 17:00:00,Sunny/clear,8.6,977.1,50.0,1.1,68.0
3816,2380875,pinggu_meo,2018-04-10 17:00:00,Sunny/clear,8.8,1008.2,55.0,0.9,16.0
3817,2380876,tongzhou_meo,2018-04-10 17:00:00,Sunny/clear,9.2,1009.6,54.0,1.0,169.0
3818,2380877,chaoyang_meo,2018-04-10 17:00:00,Sunny/clear,16.4,1007.9,27.0,1.4,281.0
3819,2380878,pingchang_meo,2018-04-10 17:00:00,Sunny/clear,15.2,1002.9,29.0,2.4,261.0
3820,2380879,zhaitang_meo,2018-04-10 17:00:00,Sunny/clear,9.3,960.7,42.0,1.0,100.0
3821,2380880,mentougou_meo,2018-04-10 17:00:00,Sunny/clear,10.8,1002.1,51.0,1.3,314.0
3822,2380881,beijing_meo,2018-04-10 17:00:00,Sunny/clear,11.5,1008.3,43.0,0.0,0.0
3823,2380882,shijingshan_meo,2018-04-10 17:00:00,Sunny/clear,16.9,1004.4,24.0,2.5,308.0
3824,2380883,fengtai_meo,2018-04-10 17:00:00,Sunny/clear,13.3,1005.5,38.0,0.7,55.0
3825,2380884,daxing_meo,2018-04-10 17:00:00,Sunny/clear,12.4,1007.5,38.0,0.9,274.0
3826,2380885,fangshan_meo,2018-04-10 17:00:00,Sunny/clear,11.8,1006.3,31.0,1.6,60.0
3827,2380886,xiayunling_meo,2018-04-10 17:00:00,Sunny/clear,10.8,964.5,37.0,0.9,154.0
3828,2382402,shunyi_meo,2018-04-10 18:00:00,Sunny/clear,10.6,1008.5,44.0,1.3,300.0
3829,2382403,hadian_meo,2018-04-10 18:00:00,Sunny/clear,10.3,1006.3,52.0,0.6,94.0
3830,2382404,yanqing_meo,2018-04-10 18:00:00,Sunny/clear,11.0,955.4,37.0,3.4,260.0
3831,2382405,miyun_meo,2018-04-10 18:00:00,Sunny/clear,6.4,1003.5,65.0,1.1,64.0
3832,2382406,huairou_meo,2018-04-10 18:00:00,Sunny/clear,12.8,1002.8,39.0,1.5,299.0
3833,2382407,shangdianzi_meo,2018-04-10 18:00:00,Sunny/clear,6.0,977.3,59.0,1.4,230.0
3834,2382408,pinggu_meo,2018-04-10 18:00:00,Sunny/clear,7.3,1008.2,62.0,0.1,0.0
3835,2382409,tongzhou_meo,2018-04-10 18:00:00,Sunny/clear,8.2,1009.6,60.0,1.0,219.0
3836,2382410,chaoyang_meo,2018-04-10 18:00:00,Sunny/clear,15.1,1007.8,30.0,1.3,263.0
3837,2382411,pingchang_meo,2018-04-10 18:00:00,Sunny/clear,14.6,1002.7,31.0,1.0,72.0
3838,2382412,zhaitang_meo,2018-04-10 18:00:00,Sunny/clear,8.5,960.6,44.0,1.2,269.0
3839,2382413,mentougou_meo,2018-04-10 18:00:00,Sunny/clear,9.8,1001.8,54.0,0.8,282.0
3840,2382414,beijing_meo,2018-04-10 18:00:00,Sunny/clear,9.7,1008.2,49.0,0.0,0.0
3841,2382415,shijingshan_meo,2018-04-10 18:00:00,Sunny/clear,16.8,1004.2,24.0,3.3,341.0
3842,2382416,fengtai_meo,2018-04-10 18:00:00,Sunny/clear,11.3,1005.3,48.0,1.0,68.0
3843,2382417,daxing_meo,2018-04-10 18:00:00,Sunny/clear,10.2,1007.3,48.0,0.8,33.0
3844,2382418,fangshan_meo,2018-04-10 18:00:00,Sunny/clear,9.4,1006.1,42.0,0.8,30.0
3845,2382419,xiayunling_meo,2018-04-10 18:00:00,Sunny/clear,9.4,964.6,41.0,1.1,161.0
3846,2383935,shunyi_meo,2018-04-10 19:00:00,Sunny/clear,9.5,1008.5,58.0,0.0,0.0
3847,2383936,hadian_meo,2018-04-10 19:00:00,Sunny/clear,9.1,1006.5,64.0,0.0,0.0
3848,2383937,yanqing_meo,2018-04-10 19:00:00,Sunny/clear,10.1,955.5,41.0,3.3,262.0
3849,2383938,miyun_meo,2018-04-10 19:00:00,Sunny/clear,6.5,1003.4,62.0,1.3,67.0
3850,2383939,huairou_meo,2018-04-10 19:00:00,Sunny/clear,11.5,1002.7,39.0,3.1,325.0
3851,2383940,shangdianzi_meo,2018-04-10 19:00:00,Sunny/clear,5.2,977.3,61.0,1.3,242.0
3852,2383941,pinggu_meo,2018-04-10 19:00:00,Sunny/clear,5.7,1008.2,68.0,1.1,46.0
3853,2383942,tongzhou_meo,2018-04-10 19:00:00,Sunny/clear,7.3,1009.6,76.0,1.3,288.0
3854,2383943,chaoyang_meo,2018-04-10 19:00:00,Sunny/clear,13.2,1008.0,37.0,0.7,89.0
3855,2383944,pingchang_meo,2018-04-10 19:00:00,Sunny/clear,10.7,1002.9,42.0,0.7,344.0
3856,2383945,zhaitang_meo,2018-04-10 19:00:00,Sunny/clear,8.1,960.9,45.0,1.7,234.0
3857,2383946,mentougou_meo,2018-04-10 19:00:00,Sunny/clear,8.9,1002.1,61.0,1.6,295.0
3858,2383947,beijing_meo,2018-04-10 19:00:00,Sunny/clear,9.2,1008.4,52.0,0.0,0.0
3859,2383948,shijingshan_meo,2018-04-10 19:00:00,Sunny/clear,12.2,1004.5,39.0,0.7,293.0
3860,2383949,fengtai_meo,2018-04-10 19:00:00,Sunny/clear,10.7,1005.5,52.0,1.4,43.0
3861,2383950,daxing_meo,2018-04-10 19:00:00,Sunny/clear,9.5,1007.4,45.0,0.8,140.0
3862,2383951,fangshan_meo,2018-04-10 19:00:00,Sunny/clear,9.9,1006.2,40.0,1.3,84.0
3863,2383952,xiayunling_meo,2018-04-10 19:00:00,Sunny/clear,9.1,964.8,42.0,1.7,197.0
3864,2385468,shunyi_meo,2018-04-10 20:00:00,Sunny/clear,9.2,1008.8,61.0,0.2,0.0
3865,2385469,hadian_meo,2018-04-10 20:00:00,Sunny/clear,7.9,1006.6,69.0,0.1,0.0
3866,2385470,yanqing_meo,2018-04-10 20:00:00,Sunny/clear,8.9,955.6,47.0,3.5,245.0
3867,2385471,miyun_meo,2018-04-10 20:00:00,Sunny/clear,6.0,1003.9,68.0,1.1,74.0
3868,2385472,huairou_meo,2018-04-10 20:00:00,Sunny/clear,9.0,1003.1,50.0,1.2,155.0
3869,2385473,shangdianzi_meo,2018-04-10 20:00:00,Sunny/clear,4.4,977.7,65.0,0.8,260.0
3870,2385474,pinggu_meo,2018-04-10 20:00:00,Sunny/clear,5.0,1008.6,73.0,0.7,236.0
3871,2385475,tongzhou_meo,2018-04-10 20:00:00,Sunny/clear,7.2,1009.9,65.0,1.1,234.0
3872,2385476,chaoyang_meo,2018-04-10 20:00:00,Sunny/clear,10.5,1008.1,49.0,0.0,0.0
3873,2385477,pingchang_meo,2018-04-10 20:00:00,Sunny/clear,11.2,1003.1,41.0,0.8,68.0
3874,2385478,zhaitang_meo,2018-04-10 20:00:00,Sunny/clear,9.7,960.7,38.0,2.3,193.0
3875,2385479,mentougou_meo,2018-04-10 20:00:00,Sunny/clear,8.4,1002.3,60.0,1.8,269.0
3876,2385480,beijing_meo,2018-04-10 20:00:00,Sunny/clear,9.6,1008.5,51.0,1.1,66.0
3877,2385481,shijingshan_meo,2018-04-10 20:00:00,Sunny/clear,9.5,1004.7,49.0,1.4,317.0
