,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
7053,2954744,mentougou_aq,2018-04-10 19:00:00,14.0,40.0,69.0,0.3,11.0,2.0
7054,2954745,pinggu_aq,2018-04-10 19:00:00,16.0,70.0,26.0,0.4,34.0,3.0
7055,2954746,huairou_aq,2018-04-10 19:00:00,5.0,34.0,6.0,0.3,70.0,2.0
7056,2954747,miyun_aq,2018-04-10 19:00:00,15.0,86.0,65.0,0.3,3.0,2.0
7057,2954748,yanqin_aq,2018-04-10 19:00:00,5.0,49.0,25.0,0.3,60.0,3.0
7058,2954749,dingling_aq,2018-04-10 19:00:00,5.0,26.0,16.0,0.2,57.0,2.0
7059,2954750,badaling_aq,2018-04-10 19:00:00,15.0,55.0,81.0,0.5,2.0,7.0
7060,2954751,miyunshuiku_aq,2018-04-10 19:00:00,13.0,93.0,11.0,0.2,48.0,2.0
7061,2954752,donggaocun_aq,2018-04-10 19:00:00,5.0,41.0,23.0,0.2,70.0,2.0
7062,2954753,yongledian_aq,2018-04-10 19:00:00,29.0,40.0,90.0,0.3,2.0,3.0
7063,2954754,yufa_aq,2018-04-10 19:00:00,7.0,23.0,86.0,0.3,2.0,2.0
7064,2954755,liulihe_aq,2018-04-10 19:00:00,13.0,39.0,34.0,0.3,17.0,2.0
7065,2954756,qianmen_aq,2018-04-10 19:00:00,10.0,17.0,15.0,0.3,78.0,3.0
7066,2954757,yongdingmennei_aq,2018-04-10 19:00:00,4.0,17.0,75.0,0.5,30.0,4.0
7067,2954758,xizhimenbei_aq,2018-04-10 19:00:00,14.0,40.0,76.0,0.4,22.0,3.0
7068,2954759,nansanhuan_aq,2018-04-10 19:00:00,12.0,47.0,75.0,0.3,19.0,4.0
7069,2954760,dongsihuan_aq,2018-04-10 19:00:00,3.0,26.0,28.0,0.3,59.0,2.0
7070,2954782,dongsi_aq,2018-04-10 20:00:00,4.0,29.0,20.0,0.3,69.0,2.0
7071,2954783,tiantan_aq,2018-04-10 20:00:00,7.0,51.0,27.0,0.3,29.0,2.0
7072,2954784,guanyuan_aq,2018-04-10 20:00:00,7.0,22.0,35.0,0.2,50.0,6.0
7073,2954785,wanshouxigong_aq,2018-04-10 20:00:00,11.0,20.0,18.0,0.3,49.0,4.0
7074,2954786,aotizhongxin_aq,2018-04-10 20:00:00,8.0,24.0,33.0,0.2,48.0,3.0
7075,2954787,nongzhanguan_aq,2018-04-10 20:00:00,8.0,25.0,20.0,0.3,66.0,2.0
7076,2954788,wanliu_aq,2018-04-10 20:00:00,15.0,36.0,64.0,0.2,7.0,2.0
7077,2954789,beibuxinqu_aq,2018-04-10 20:00:00,9.0,41.0,46.0,0.4,28.0,2.0
7078,2954790,zhiwuyuan_aq,2018-04-10 20:00:00,8.5,41.5,64.0,0.4,15.5,2.0
7079,2954791,fengtaihuayuan_aq,2018-04-10 20:00:00,8.0,42.0,82.0,0.4,3.0,2.0
7080,2954792,yungang_aq,2018-04-10 20:00:00,11.0,49.0,41.0,0.2,55.0,3.0
7081,2954793,gucheng_aq,2018-04-10 20:00:00,27.0,166.0,85.0,0.4,2.0,3.0
7082,2954794,fangshan_aq,2018-04-10 20:00:00,14.0,73.0,91.0,0.3,2.0,4.0
7083,2954795,daxing_aq,2018-04-10 20:00:00,8.0,31.0,85.0,0.5,2.0,3.0
7084,2954796,yizhuang_aq,2018-04-10 20:00:00,8.0,17.0,58.0,0.3,31.0,2.0
7085,2954797,tongzhou_aq,2018-04-10 20:00:00,9.0,34.0,71.0,0.4,15.0,3.0
7086,2954798,shunyi_aq,2018-04-10 20:00:00,15.0,102.0,65.0,0.5,8.0,4.0
7087,2954799,pingchang_aq,2018-04-10 20:00:00,12.0,60.0,42.0,0.4,26.0,9.0
7088,2954800,mentougou_aq,2018-04-10 20:00:00,14.0,57.0,76.0,0.3,2.0,2.0
7089,2954801,pinggu_aq,2018-04-10 20:00:00,14.0,71.0,24.0,0.3,34.0,3.0
7090,2954802,huairou_aq,2018-04-10 20:00:00,9.0,42.0,7.0,0.3,60.0,2.0
7091,2954803,miyun_aq,2018-04-10 20:00:00,15.0,72.0,43.0,0.3,25.0,2.0
7092,2954804,yanqin_aq,2018-04-10 20:00:00,13.0,53.0,35.0,0.5,42.0,7.0
7093,2954805,dingling_aq,2018-04-10 20:00:00,3.0,32.0,16.0,0.2,52.0,2.0
7094,2954806,badaling_aq,2018-04-10 20:00:00,13.0,48.0,69.0,0.6,9.0,7.0
7095,2954807,miyunshuiku_aq,2018-04-10 20:00:00,11.0,81.0,14.0,0.2,43.0,2.0
7096,2954808,donggaocun_aq,2018-04-10 20:00:00,3.0,46.0,31.0,0.2,56.0,2.0
7097,2954809,yongledian_aq,2018-04-10 20:00:00,24.0,54.0,74.0,0.3,2.0,2.0
7098,2954810,yufa_aq,2018-04-10 20:00:00,12.0,37.0,81.0,0.3,2.0,2.0
7099,2954811,liulihe_aq,2018-04-10 20:00:00,6.0,48.0,46.0,0.3,6.0,2.0
7100,2954812,qianmen_aq,2018-04-10 20:00:00,3.0,28.0,35.0,0.4,52.0,4.0
7101,2954813,yongdingmennei_aq,2018-04-10 20:00:00,7.0,42.0,78.0,0.4,21.0,4.0
7102,2954814,xizhimenbei_aq,2018-04-10 20:00:00,18.0,86.0,92.0,0.5,5.0,5.0
7103,2954815,nansanhuan_aq,2018-04-10 20:00:00,13.0,59.0,84.0,0.4,3.0,5.0
7104,2954816,dongsihuan_aq,2018-04-10 20:00:00,8.0,53.0,92.0,0.3,8.0,7.0
7105,2954838,dongsi_aq,2018-04-10 21:00:00,9.0,31.0,28.0,0.4,55.0,2.0
7106,2954839,tiantan_aq,2018-04-10 21:00:00,9.0,37.0,51.0,0.3,7.0,2.0
7107,2954840,guanyuan_aq,2018-04-10 21:00:00,4.0,21.0,40.0,0.2,43.0,6.0
7108,2954841,wanshouxigong_aq,2018-04-10 21:00:00,8.0,22.0,31.0,0.4,22.0,4.0
7109,2954842,aotizhongxin_aq,2018-04-10 21:00:00,8.0,45.0,63.0,0.2,10.0,3.0
7110,2954843,nongzhanguan_aq,2018-04-10 21:00:00,5.0,35.0,45.0,0.4,34.0,2.0
7111,2954844,wanliu_aq,2018-04-10 21:00:00,12.0,26.0,62.0,0.2,8.0,2.0
7112,2954845,beibuxinqu_aq,2018-04-10 21:00:00,7.0,56.0,49.0,0.4,14.0,2.0
7113,2954846,zhiwuyuan_aq,2018-04-10 21:00:00,16.5,68.0,67.0,0.45,8.0,2.5
7114,2954847,fengtaihuayuan_aq,2018-04-10 21:00:00,26.0,80.0,85.0,0.5,2.0,3.0
7115,2954848,yungang_aq,2018-04-10 21:00:00,11.0,31.0,17.0,0.2,65.0,3.0
7116,2954849,gucheng_aq,2018-04-10 21:00:00,30.0,181.0,82.0,0.4,2.0,2.0
7117,2954850,fangshan_aq,2018-04-10 21:00:00,17.0,77.0,82.0,0.3,2.0,4.0
7118,2954851,daxing_aq,2018-04-10 21:00:00,14.0,57.0,76.0,0.5,2.0,2.0
7119,2954852,yizhuang_aq,2018-04-10 21:00:00,5.0,28.0,63.0,0.4,24.0,2.0
7120,2954853,tongzhou_aq,2018-04-10 21:00:00,16.0,42.0,89.0,0.4,2.0,3.0
7121,2954854,shunyi_aq,2018-04-10 21:00:00,10.0,49.0,71.0,0.6,2.0,4.0
7122,2954855,pingchang_aq,2018-04-10 21:00:00,10.0,32.0,49.0,0.4,16.0,9.0
7123,2954856,mentougou_aq,2018-04-10 21:00:00,14.0,52.0,71.0,0.3,5.0,2.0
7124,2954857,pinggu_aq,2018-04-10 21:00:00,11.0,64.0,32.0,0.4,22.0,3.0
7125,2954858,huairou_aq,2018-04-10 21:00:00,8.0,30.0,38.0,0.3,27.0,2.0
7126,2954859,miyun_aq,2018-04-10 21:00:00,14.0,68.0,51.0,0.3,8.0,2.0
7127,2954860,yanqin_aq,2018-04-10 21:00:00,10.0,63.0,29.0,0.5,43.0,7.0
7128,2954861,dingling_aq,2018-04-10 21:00:00,10.0,26.0,25.0,0.2,38.0,2.0
7129,2954862,badaling_aq,2018-04-10 21:00:00,18.0,45.0,53.0,0.6,21.0,9.0
7130,2954863,miyunshuiku_aq,2018-04-10 21:00:00,15.0,86.0,15.0,0.2,36.0,2.0
7131,2954864,donggaocun_aq,2018-04-10 21:00:00,6.0,39.0,30.0,0.2,55.0,2.0
7132,2954865,yongledian_aq,2018-04-10 21:00:00,38.0,102.0,90.0,0.3,2.0,3.0
7133,2954866,yufa_aq,2018-04-10 21:00:00,14.0,47.0,64.0,0.3,7.0,2.0
7134,2954867,liulihe_aq,2018-04-10 21:00:00,5.0,45.0,47.0,0.3,5.0,2.0
7135,2954868,qianmen_aq,2018-04-10 21:00:00,20.0,49.0,74.0,0.9,19.0,7.0
7136,2954869,yongdingmennei_aq,2018-04-10 21:00:00,24.0,45.0,94.0,0.6,2.0,4.0
7137,2954870,xizhimenbei_aq,2018-04-10 21:00:00,22.0,130.0,104.0,0.8,2.0,9.0
7138,2954871,nansanhuan_aq,2018-04-10 21:00:00,19.0,98.0,92.0,0.6,2.0,12.0
7139,2954872,dongsihuan_aq,2018-04-10 21:00:00,12.0,70.0,107.0,0.5,2.0,15.0
7140,2954894,dongsi_aq,2018-04-10 22:00:00,9.0,32.0,45.0,0.4,37.0,2.0
7141,2954895,tiantan_aq,2018-04-10 22:00:00,3.0,29.0,51.0,0.3,5.0,2.0
7142,2954896,guanyuan_aq,2018-04-10 22:00:00,6.0,21.0,44.0,0.2,37.0,6.0
7143,2954897,wanshouxigong_aq,2018-04-10 22:00:00,16.0,89.0,47.0,0.5,2.0,4.0
7144,2954898,aotizhongxin_aq,2018-04-10 22:00:00,4.0,59.0,84.0,0.3,2.0,5.0
7145,2954899,nongzhanguan_aq,2018-04-10 22:00:00,10.0,38.0,57.0,0.5,13.0,2.0
7146,2954900,wanliu_aq,2018-04-10 22:00:00,13.0,57.0,63.0,0.2,2.0,2.0
7147,2954901,beibuxinqu_aq,2018-04-10 22:00:00,9.0,34.0,53.0,0.5,11.0,2.0
7148,2954902,zhiwuyuan_aq,2018-04-10 22:00:00,17.5,70.0,68.5,0.5,6.5,3.0
7149,2954903,fengtaihuayuan_aq,2018-04-10 22:00:00,26.0,106.0,84.0,0.5,2.0,4.0
7150,2954904,yungang_aq,2018-04-10 22:00:00,11.0,34.0,24.0,0.2,53.0,3.0
7151,2954905,gucheng_aq,2018-04-10 22:00:00,19.0,114.0,76.0,0.4,2.0,2.0
7152,2954906,fangshan_aq,2018-04-10 22:00:00,13.0,59.0,72.0,0.4,3.0,3.0
7153,2954907,daxing_aq,2018-04-10 22:00:00,15.0,68.0,75.0,0.5,2.0,2.0
7154,2954908,yizhuang_aq,2018-04-10 22:00:00,7.0,39.0,81.0,0.5,2.0,2.0
7155,2954909,tongzhou_aq,2018-04-10 22:00:00,17.0,55.0,94.0,0.5,2.0,31.0
7156,2954910,shunyi_aq,2018-04-10 22:00:00,13.0,25.0,73.0,0.6,2.0,5.0
7157,2954911,pingchang_aq,2018-04-10 22:00:00,11.0,38.0,57.0,0.6,3.0,9.0
7158,2954912,mentougou_aq,2018-04-10 22:00:00,13.0,56.0,70.0,0.3,5.0,2.0
7159,2954913,pinggu_aq,2018-04-10 22:00:00,12.0,72.0,37.0,0.4,18.0,3.0
7160,2954914,huairou_aq,2018-04-10 22:00:00,10.0,57.0,44.0,0.3,17.0,2.0
7161,2954915,miyun_aq,2018-04-10 22:00:00,11.5,50.0,35.5,0.4,30.5,4.5
7162,2954916,yanqin_aq,2018-04-10 22:00:00,13.0,43.0,27.0,0.5,44.0,7.0
7163,2954917,dingling_aq,2018-04-10 22:00:00,6.0,26.0,21.0,0.2,44.0,2.0
7164,2954918,badaling_aq,2018-04-10 22:00:00,16.0,39.0,48.0,0.6,28.0,8.0
7165,2954919,miyunshuiku_aq,2018-04-10 22:00:00,9.0,68.0,12.0,0.2,43.0,2.0
7166,2954920,donggaocun_aq,2018-04-10 22:00:00,7.0,36.0,33.0,0.2,50.0,2.0
7167,2954921,yongledian_aq,2018-04-10 22:00:00,34.0,53.0,98.0,0.4,2.0,5.0
7168,2954922,yufa_aq,2018-04-10 22:00:00,12.0,51.0,62.0,0.3,3.0,2.0
7169,2954923,liulihe_aq,2018-04-10 22:00:00,7.0,53.0,42.0,0.3,2.0,2.0
7170,2954924,qianmen_aq,2018-04-10 22:00:00,24.0,77.0,107.0,0.9,3.0,11.0
7171,2954925,yongdingmennei_aq,2018-04-10 22:00:00,20.0,63.0,92.0,0.8,2.0,2.0
7172,2954926,xizhimenbei_aq,2018-04-10 22:00:00,28.0,146.0,106.0,0.9,2.0,9.0
7173,2954927,nansanhuan_aq,2018-04-10 22:00:00,26.0,141.0,103.0,1.0,2.0,19.0
7174,2954928,dongsihuan_aq,2018-04-10 22:00:00,56.0,118.0,110.0,0.7,2.0,18.0
7175,2954950,dongsi_aq,2018-04-10 23:00:00,16.0,56.0,66.0,0.6,13.0,2.0
7176,2954951,tiantan_aq,2018-04-10 23:00:00,17.0,92.0,46.0,0.4,2.0,2.0
7177,2954952,guanyuan_aq,2018-04-10 23:00:00,14.0,53.0,78.0,0.5,5.0,6.0
7178,2954953,wanshouxigong_aq,2018-04-10 23:00:00,19.0,119.0,52.0,0.6,2.0,5.0
7179,2954954,aotizhongxin_aq,2018-04-10 23:00:00,13.0,57.0,84.0,0.4,2.0,5.0
7180,2954955,nongzhanguan_aq,2018-04-10 23:00:00,7.0,36.0,55.0,0.6,13.0,2.0
7181,2954956,wanliu_aq,2018-04-10 23:00:00,14.0,44.0,70.0,0.5,2.0,3.0
7182,2954957,beibuxinqu_aq,2018-04-10 23:00:00,12.0,66.0,45.0,0.5,19.0,2.0
7183,2954958,zhiwuyuan_aq,2018-04-10 23:00:00,22.5,101.0,67.5,0.65,10.5,3.5
7184,2954959,fengtaihuayuan_aq,2018-04-10 23:00:00,33.0,136.0,90.0,0.8,2.0,5.0
7185,2954960,yungang_aq,2018-04-10 23:00:00,9.0,39.0,23.0,0.2,51.0,3.0
7186,2954961,gucheng_aq,2018-04-10 23:00:00,13.0,91.0,70.0,0.5,6.0,2.0
7187,2954962,fangshan_aq,2018-04-10 23:00:00,14.0,75.0,71.0,0.4,7.0,5.0
7188,2954963,daxing_aq,2018-04-10 23:00:00,13.0,77.0,77.0,0.7,2.0,3.0
7189,2954964,yizhuang_aq,2018-04-10 23:00:00,14.0,62.0,81.0,0.5,2.0,4.0
7190,2954965,tongzhou_aq,2018-04-10 23:00:00,25.0,68.0,95.0,0.8,2.0,26.0
7191,2954966,shunyi_aq,2018-04-10 23:00:00,20.0,38.0,72.0,0.6,5.0,5.0
7192,2954967,pingchang_aq,2018-04-10 23:00:00,16.0,48.0,50.0,0.5,8.0,9.0
7193,2954968,mentougou_aq,2018-04-10 23:00:00,9.0,43.0,51.0,0.3,23.0,2.0
7194,2954969,pinggu_aq,2018-04-10 23:00:00,12.0,70.0,30.0,0.4,31.0,4.0
7195,2954970,huairou_aq,2018-04-10 23:00:00,13.0,54.0,44.0,0.4,17.0,2.0
7196,2954971,miyun_aq,2018-04-10 23:00:00,20.0,93.0,52.0,0.4,6.0,2.0
7197,2954972,yanqin_aq,2018-04-10 23:00:00,14.0,59.0,31.0,0.6,38.0,9.0
7198,2954973,dingling_aq,2018-04-10 23:00:00,4.0,30.0,20.0,0.2,45.0,2.0
7199,2954974,badaling_aq,2018-04-10 23:00:00,16.0,43.0,42.0,0.5,39.0,9.0
7200,2954975,miyunshuiku_aq,2018-04-10 23:00:00,9.0,71.0,13.0,0.2,41.0,2.0
7201,2954976,donggaocun_aq,2018-04-10 23:00:00,3.0,38.0,31.0,0.2,55.0,2.0
7202,2954977,yongledian_aq,2018-04-10 23:00:00,29.0,72.0,80.0,0.6,10.0,4.0
7203,2954978,yufa_aq,2018-04-10 23:00:00,20.0,56.0,60.0,0.4,10.0,3.0
7204,2954979,liulihe_aq,2018-04-10 23:00:00,13.0,68.0,39.0,0.3,5.0,2.0
7205,2954980,qianmen_aq,2018-04-10 23:00:00,39.0,136.0,113.0,1.2,4.0,15.0
7206,2954981,yongdingmennei_aq,2018-04-10 23:00:00,24.0,135.0,109.0,1.2,2.0,5.0
7207,2954982,xizhimenbei_aq,2018-04-10 23:00:00,35.0,149.0,102.0,1.1,3.0,9.0
7208,2954983,nansanhuan_aq,2018-04-10 23:00:00,36.0,216.0,116.0,1.4,2.0,24.0
7209,2954984,dongsihuan_aq,2018-04-10 23:00:00,91.0,204.0,99.0,0.9,2.0,14.0
7210,2955026,dongsi_aq,2018-04-11 01:00:00,19.0,56.0,53.0,0.5,47.0,2.0
7211,2955027,tiantan_aq,2018-04-11 01:00:00,13.0,31.0,60.0,0.5,31.0,2.0
7212,2955028,guanyuan_aq,2018-04-11 01:00:00,25.0,59.0,58.0,0.3,54.0,7.0
7213,2955029,wanshouxigong_aq,2018-04-11 01:00:00,34.0,81.0,47.0,0.5,40.0,5.0
7214,2955030,aotizhongxin_aq,2018-04-11 01:00:00,15.0,43.0,52.0,0.3,44.0,2.0
7215,2955031,nongzhanguan_aq,2018-04-11 01:00:00,20.0,59.0,63.0,0.5,31.0,2.0
7216,2955032,wanliu_aq,2018-04-11 01:00:00,13.0,29.0,45.0,0.2,58.0,3.0
7217,2955033,beibuxinqu_aq,2018-04-11 01:00:00,15.0,42.0,44.0,0.4,44.0,4.0
7218,2955034,zhiwuyuan_aq,2018-04-11 01:00:00,18.5,57.0,46.5,0.4,45.5,3.5
7219,2955035,fengtaihuayuan_aq,2018-04-11 01:00:00,22.0,72.0,49.0,0.4,47.0,3.0
7220,2955036,yungang_aq,2018-04-11 01:00:00,16.0,37.0,25.0,0.3,75.0,5.0
7221,2955037,gucheng_aq,2018-04-11 01:00:00,18.0,34.0,24.0,0.3,83.0,3.0
7222,2955038,fangshan_aq,2018-04-11 01:00:00,17.0,67.0,44.0,0.3,62.0,6.0
7223,2955039,daxing_aq,2018-04-11 01:00:00,18.0,78.0,50.0,0.6,32.0,5.0
7224,2955040,yizhuang_aq,2018-04-11 01:00:00,15.0,65.0,55.0,0.4,35.0,4.0
7225,2955041,tongzhou_aq,2018-04-11 01:00:00,23.0,81.0,69.0,0.4,21.0,4.0
7226,2955042,shunyi_aq,2018-04-11 01:00:00,22.0,79.0,55.0,0.6,24.0,5.0
7227,2955043,pingchang_aq,2018-04-11 01:00:00,24.0,85.0,52.5,0.6,17.0,11.0
7228,2955044,mentougou_aq,2018-04-11 01:00:00,14.0,47.0,50.0,0.4,48.0,2.0
7229,2955045,pinggu_aq,2018-04-11 01:00:00,20.0,75.0,39.0,0.6,43.0,5.0
7230,2955046,huairou_aq,2018-04-11 01:00:00,17.0,65.0,30.0,0.4,52.0,2.0
7231,2955047,miyun_aq,2018-04-11 01:00:00,20.0,103.0,53.0,0.5,23.0,4.0
7232,2955048,yanqin_aq,2018-04-11 01:00:00,17.0,60.0,24.0,0.4,56.0,7.0
7233,2955049,dingling_aq,2018-04-11 01:00:00,18.0,37.0,25.0,0.3,61.0,4.0
7234,2955050,badaling_aq,2018-04-11 01:00:00,10.0,45.0,19.0,0.4,68.0,6.0
7235,2955051,miyunshuiku_aq,2018-04-11 01:00:00,17.0,70.0,16.0,0.2,47.0,3.0
7236,2955052,donggaocun_aq,2018-04-11 01:00:00,4.0,18.0,26.0,0.2,73.0,2.0
7237,2955053,yongledian_aq,2018-04-11 01:00:00,22.0,56.0,48.0,0.4,63.0,2.0
7238,2955054,yufa_aq,2018-04-11 01:00:00,20.0,69.0,32.0,0.3,55.0,6.0
7239,2955055,liulihe_aq,2018-04-11 01:00:00,18.0,38.0,19.0,0.3,62.0,7.0
7240,2955056,qianmen_aq,2018-04-11 01:00:00,29.0,63.0,74.0,0.5,32.0,5.0
7241,2955057,yongdingmennei_aq,2018-04-11 01:00:00,24.0,54.0,71.0,0.5,41.0,6.0
7242,2955058,xizhimenbei_aq,2018-04-11 01:00:00,17.0,50.0,74.0,0.5,36.0,4.0
7243,2955059,nansanhuan_aq,2018-04-11 01:00:00,26.0,90.0,76.0,0.6,23.0,7.0
7244,2955060,dongsihuan_aq,2018-04-11 01:00:00,8.0,52.0,65.0,0.5,31.0,3.0
7245,2955082,dongsi_aq,2018-04-11 02:00:00,17.0,45.0,34.0,0.3,63.0,2.0
7246,2955083,tiantan_aq,2018-04-11 02:00:00,12.0,39.0,39.0,0.4,55.0,2.0
7247,2955084,guanyuan_aq,2018-04-11 02:00:00,23.0,56.0,39.0,0.2,74.0,7.0
7248,2955085,wanshouxigong_aq,2018-04-11 02:00:00,41.0,52.0,35.0,0.4,57.0,5.0
7249,2955086,aotizhongxin_aq,2018-04-11 02:00:00,17.0,42.0,39.0,0.3,57.0,2.0
7250,2955087,nongzhanguan_aq,2018-04-11 02:00:00,25.0,45.0,43.0,0.4,51.0,2.0
7251,2955088,wanliu_aq,2018-04-11 02:00:00,11.0,18.0,25.0,0.2,78.0,2.0
7252,2955089,beibuxinqu_aq,2018-04-11 02:00:00,10.0,15.0,22.0,0.3,72.0,2.0
7253,2955090,zhiwuyuan_aq,2018-04-11 02:00:00,21.5,30.5,28.5,0.3,66.5,2.0
7254,2955091,fengtaihuayuan_aq,2018-04-11 02:00:00,33.0,46.0,35.0,0.3,61.0,2.0
7255,2955092,yungang_aq,2018-04-11 02:00:00,13.0,41.0,16.0,0.3,81.0,4.0
7256,2955093,gucheng_aq,2018-04-11 02:00:00,17.0,32.0,22.0,0.3,86.0,2.0
7257,2955094,fangshan_aq,2018-04-11 02:00:00,27.0,65.0,34.0,0.3,74.0,6.0
7258,2955095,daxing_aq,2018-04-11 02:00:00,21.0,58.0,30.0,0.5,60.0,3.0
7259,2955096,yizhuang_aq,2018-04-11 02:00:00,10.0,53.0,35.0,0.3,61.0,2.0
7260,2955097,tongzhou_aq,2018-04-11 02:00:00,15.0,65.0,43.0,0.3,50.0,3.0
7261,2955098,shunyi_aq,2018-04-11 02:00:00,25.0,51.0,68.0,0.7,37.0,7.0
7262,2955099,pingchang_aq,2018-04-11 02:00:00,7.0,41.0,26.0,0.4,57.0,10.0
7263,2955100,mentougou_aq,2018-04-11 02:00:00,11.0,31.0,34.0,0.3,77.0,2.0
7264,2955101,pinggu_aq,2018-04-11 02:00:00,19.0,40.0,28.0,0.4,64.0,4.0
7265,2955102,huairou_aq,2018-04-11 02:00:00,17.0,71.0,30.0,0.4,55.0,2.0
7266,2955103,miyun_aq,2018-04-11 02:00:00,13.0,71.0,32.0,0.3,61.0,3.0
7267,2955104,yanqin_aq,2018-04-11 02:00:00,18.0,62.0,20.0,0.4,67.0,6.0
7268,2955105,dingling_aq,2018-04-11 02:00:00,12.0,18.0,19.0,0.3,78.0,2.0
7269,2955106,badaling_aq,2018-04-11 02:00:00,14.0,58.0,20.0,0.4,73.0,6.0
7270,2955107,miyunshuiku_aq,2018-04-11 02:00:00,18.0,87.0,25.0,0.3,72.5,2.0
7271,2955108,donggaocun_aq,2018-04-11 02:00:00,16.0,35.0,30.0,0.3,72.0,2.0
7272,2955109,yongledian_aq,2018-04-11 02:00:00,26.0,42.0,28.0,0.3,94.0,6.0
7273,2955110,yufa_aq,2018-04-11 02:00:00,32.0,65.0,16.0,0.3,84.0,15.0
7274,2955111,liulihe_aq,2018-04-11 02:00:00,23.0,54.0,2.0,0.3,60.0,19.0
7275,2955112,qianmen_aq,2018-04-11 02:00:00,22.0,56.0,56.0,0.4,48.0,4.0
7276,2955113,yongdingmennei_aq,2018-04-11 02:00:00,18.0,46.0,51.0,0.4,63.0,4.0
7277,2955114,xizhimenbei_aq,2018-04-11 02:00:00,20.0,42.0,52.0,0.4,55.0,3.0
7278,2955115,nansanhuan_aq,2018-04-11 02:00:00,23.0,75.0,67.0,0.5,36.0,6.0
7279,2955116,dongsihuan_aq,2018-04-11 02:00:00,8.0,51.0,55.0,0.4,45.0,3.0
7280,2955138,dongsi_aq,2018-04-11 03:00:00,18.0,42.0,24.0,0.3,81.0,2.0
7281,2955139,tiantan_aq,2018-04-11 03:00:00,23.0,40.0,25.0,0.3,74.0,2.0
7282,2955140,guanyuan_aq,2018-04-11 03:00:00,59.0,44.0,33.0,0.2,84.0,7.0
7283,2955141,wanshouxigong_aq,2018-04-11 03:00:00,22.0,48.0,29.0,0.4,70.0,5.0
7284,2955142,aotizhongxin_aq,2018-04-11 03:00:00,22.0,31.0,28.0,0.2,67.0,2.0
7285,2955143,nongzhanguan_aq,2018-04-11 03:00:00,24.0,28.0,28.0,0.3,72.0,2.0
7286,2955144,wanliu_aq,2018-04-11 03:00:00,18.0,28.4,25.0,0.2,79.0,2.0
7287,2955145,beibuxinqu_aq,2018-04-11 03:00:00,22.0,28.8,10.0,0.2,89.0,2.0
7288,2955146,zhiwuyuan_aq,2018-04-11 03:00:00,33.5,29.2,19.5,0.25,80.0,2.0
7289,2955147,fengtaihuayuan_aq,2018-04-11 03:00:00,45.0,29.6,29.0,0.3,71.0,2.0
7290,2955148,yungang_aq,2018-04-11 03:00:00,12.0,30.0,13.0,0.2,91.0,4.0
7291,2955149,gucheng_aq,2018-04-11 03:00:00,11.0,22.0,18.0,0.3,89.0,2.0
7292,2955150,fangshan_aq,2018-04-11 03:00:00,19.0,53.0,28.0,0.3,87.0,6.0
7293,2955151,daxing_aq,2018-04-11 03:00:00,17.0,39.0,17.0,0.5,83.0,4.0
7294,2955152,yizhuang_aq,2018-04-11 03:00:00,6.0,36.0,21.0,0.3,85.0,3.0
7295,2955153,tongzhou_aq,2018-04-11 03:00:00,16.0,50.0,23.0,0.2,76.0,2.0
7296,2955154,shunyi_aq,2018-04-11 03:00:00,13.0,30.0,38.0,0.5,73.0,4.0
7297,2955155,pingchang_aq,2018-04-11 03:00:00,3.0,18.5,10.0,0.35,83.0,9.0
7298,2955156,mentougou_aq,2018-04-11 03:00:00,4.0,7.0,20.0,0.2,96.0,2.0
7299,2955157,pinggu_aq,2018-04-11 03:00:00,14.0,28.0,28.0,0.4,66.0,3.0
7300,2955158,huairou_aq,2018-04-11 03:00:00,16.0,43.0,35.0,0.4,61.0,2.0
7301,2955159,miyun_aq,2018-04-11 03:00:00,12.0,28.0,26.0,0.3,78.0,3.0
7302,2955160,yanqin_aq,2018-04-11 03:00:00,15.0,79.0,16.0,0.3,78.0,5.0
7303,2955161,dingling_aq,2018-04-11 03:00:00,7.0,66.0,4.0,0.2,101.0,2.0
7304,2955162,badaling_aq,2018-04-11 03:00:00,13.0,53.0,17.0,0.3,81.0,5.0
7305,2955163,miyunshuiku_aq,2018-04-11 03:00:00,22.666666666666664,15.0,12.0,0.3,82.0,2.0
7306,2955164,donggaocun_aq,2018-04-11 03:00:00,32.33333333333333,41.0,44.0,0.3,61.0,2.0
7307,2955165,yongledian_aq,2018-04-11 03:00:00,42.0,60.5,18.0,0.3,112.0,8.0
7308,2955166,yufa_aq,2018-04-11 03:00:00,26.0,80.0,17.0,0.4,86.0,18.0
7309,2955167,liulihe_aq,2018-04-11 03:00:00,18.0,33.0,2.0,0.3,76.0,5.0
7310,2955168,qianmen_aq,2018-04-11 03:00:00,24.0,47.0,39.0,0.4,69.0,4.0
7311,2955169,yongdingmennei_aq,2018-04-11 03:00:00,26.0,41.0,42.0,0.4,80.0,5.0
7312,2955170,xizhimenbei_aq,2018-04-11 03:00:00,20.0,35.0,47.0,0.4,62.0,2.0
7313,2955171,nansanhuan_aq,2018-04-11 03:00:00,20.0,82.0,52.0,0.5,55.0,5.0
7314,2955172,dongsihuan_aq,2018-04-11 03:00:00,12.0,52.0,44.0,0.4,59.0,2.0
7315,2955194,dongsi_aq,2018-04-11 04:00:00,18.0,23.0,17.0,0.3,95.0,2.0
